Nearest Neighbor:
Run 0:
    Classified ', 1.515740, 13.389999, 3.143000, 1.253000, 71.489998, 0.000000, 8.658000, 0.000000, 0.000000' as '3', actual class: '3'
    Classified ', 1.515740, 12.724999, 3.592000, 1.253000, 72.050003, 0.621000, 7.582000, 0.000000, 0.255000' as '2', actual class: '2'
    Classified ', 1.513470, 14.054999, 2.694000, 1.895000, 72.050003, 0.621000, 6.506000, 0.000000, 0.000000' as '6', actual class: '2'
    Classified ', 1.515740, 12.724999, 3.143000, 1.574000, 72.610001, 0.621000, 7.582000, 0.000000, 0.000000' as '2', actual class: '2'
    Classified ', 1.515740, 12.724999, 3.143000, 1.253000, 72.610001, 0.000000, 7.582000, 0.000000, 0.000000' as '2', actual class: '2'
    Classified ', 1.520280, 12.724999, 3.592000, 0.611000, 72.050003, 0.000000, 9.733999, 0.000000, 0.153000' as '1', actual class: '1'
    Classified ', 1.515740, 12.724999, 3.143000, 1.253000, 72.610001, 0.000000, 7.582000, 0.000000, 0.000000' as '2', actual class: '2'
    Classified ', 1.513470, 12.724999, 3.143000, 0.932000, 72.610001, 0.000000, 7.582000, 0.000000, 0.000000' as '2', actual class: '1'
    Classified ', 1.515740, 12.724999, 3.143000, 1.253000, 72.610001, 0.000000, 7.582000, 0.000000, 0.051000' as '2', actual class: '3'
    Classified ', 1.515740, 12.724999, 2.694000, 1.253000, 73.169998, 0.000000, 8.658000, 0.000000, 0.204000' as '2', actual class: '2'
    Classified ', 1.515740, 12.724999, 3.143000, 1.574000, 72.610001, 0.621000, 7.582000, 0.000000, 0.204000' as '2', actual class: '2'
    Classified ', 1.511200, 13.389999, 3.143000, 1.574000, 72.610001, 1.242000, 5.430000, 0.945000, 0.000000' as '7', actual class: '7'
    Classified ', 1.518010, 12.724999, 3.143000, 0.932000, 72.610001, 0.000000, 8.658000, 0.000000, 0.153000' as '3', actual class: '1'
    Classified ', 1.518010, 13.389999, 0.000000, 0.290000, 74.290001, 0.000000, 10.809999, 0.000000, 0.000000' as '6', actual class: '2'
    Classified ', 1.520280, 13.389999, 3.592000, 0.611000, 71.489998, 0.000000, 9.733999, 0.000000, 0.000000' as '1', actual class: '1'
    Classified ', 1.515740, 12.724999, 3.143000, 0.932000, 73.169998, 0.000000, 7.582000, 0.000000, 0.000000' as '1', actual class: '1'
    Classified ', 1.515740, 13.389999, 1.347000, 1.574000, 72.610001, 0.000000, 8.658000, 0.630000, 0.000000' as '7', actual class: '7'
    Classified ', 1.515740, 14.719999, 3.592000, 1.574000, 71.489998, 0.000000, 6.506000, 0.000000, 0.102000' as '6', actual class: '2'
    Classified ', 1.511200, 16.715000, 0.000000, 0.290000, 74.850006, 0.000000, 6.506000, 0.000000, 0.000000' as '6', actual class: '6'
    Classified ', 1.515740, 12.724999, 2.694000, 1.253000, 72.610001, 0.000000, 8.658000, 0.000000, 0.051000' as '3', actual class: '1'
    Classified ', 1.520280, 14.054999, 0.000000, 0.932000, 72.610001, 0.000000, 10.809999, 0.000000, 0.051000' as '6', actual class: '2'
Accuracy: 57.1429%
Average accuracy: 51.9048%

ID3:
Run 0:
    Classified ', 1.520280, 13.389999, 3.592000, 0.611000, 71.489998, 0.000000, 8.658000, 0.000000, 0.102000' as '1', actual class: '1'
    Classified ', 1.515740, 13.389999, 3.592000, 0.932000, 72.610001, 0.000000, 7.582000, 0.000000, 0.102000' as '3', actual class: '1'
    Classified ', 1.515740, 12.059999, 3.143000, 1.253000, 73.169998, 0.621000, 7.582000, 0.000000, 0.000000' as '2', actual class: '2'
    Classified ', 1.522550, 12.724999, 3.143000, 0.611000, 71.489998, 0.000000, 9.733999, 0.000000, 0.000000' as '1', actual class: '1'
    Classified ', 1.515740, 12.059999, 3.143000, 0.932000, 73.169998, 0.000000, 8.658000, 0.000000, 0.204000' as '1', actual class: '2'
    Classified ', 1.518010, 13.389999, 3.592000, 1.253000, 71.489998, 0.000000, 7.582000, 0.000000, 0.306000' as '2', actual class: '2'
    Classified ', 1.518010, 13.389999, 3.592000, 0.932000, 72.050003, 0.000000, 8.658000, 0.000000, 0.000000' as '2', actual class: '1'
    Classified ', 1.520280, 14.054999, 3.592000, 0.611000, 70.930000, 0.000000, 8.658000, 0.000000, 0.357000' as '3', actual class: '3'
    Classified ', 1.515740, 12.724999, 3.143000, 0.932000, 73.169998, 0.000000, 7.582000, 0.000000, 0.000000' as '3', actual class: '1'
    Classified ', 1.515740, 12.724999, 3.592000, 1.253000, 72.610001, 0.000000, 8.658000, 0.000000, 0.000000' as '2', actual class: '1'
    Classified ', 1.515740, 12.724999, 3.143000, 1.253000, 72.610001, 0.000000, 7.582000, 0.000000, 0.000000' as '3', actual class: '2'
    Classified ', 1.529360, 10.730000, 0.000000, 1.895000, 69.809998, 0.000000, 12.962000, 2.835000, 0.255000' as '2', actual class: '2'
    Classified ', 1.518010, 12.724999, 3.592000, 1.253000, 72.050003, 0.000000, 7.582000, 0.000000, 0.000000' as '2', actual class: '2'
    Classified ', 1.515740, 14.719999, 0.000000, 2.216000, 72.610001, 0.000000, 8.658000, 0.315000, 0.000000' as '7', actual class: '7'
    Classified ', 1.520280, 13.389999, 3.592000, 0.611000, 71.489998, 0.000000, 8.658000, 0.000000, 0.051000' as '1', actual class: '1'
    Classified ', 1.515740, 12.724999, 3.143000, 1.253000, 72.610001, 0.621000, 7.582000, 0.000000, 0.000000' as '2', actual class: '2'
    Classified ', 1.518010, 13.389999, 3.592000, 0.932000, 72.050003, 0.000000, 7.582000, 0.000000, 0.000000' as '2', actual class: '2'
    Classified ', 1.515740, 14.719999, 0.000000, 1.895000, 72.610001, 0.000000, 7.582000, 1.575000, 0.051000' as '7', actual class: '7'
    Classified ', 1.515740, 12.724999, 2.694000, 1.253000, 73.169998, 0.000000, 8.658000, 0.000000, 0.204000' as '2', actual class: '2'
    Classified ', 1.515740, 12.724999, 3.592000, 1.253000, 72.610001, 0.000000, 7.582000, 0.000000, 0.000000' as '2', actual class: '1'
    Classified ', 1.518010, 14.054999, 3.143000, 2.216000, 70.930000, 1.242000, 5.430000, 1.575000, 0.000000' as '7', actual class: '7'
Accuracy: 66.6667%
Run 1:
    Classified ', 1.511200, 12.724999, 3.143000, 0.932000, 72.610001, 0.000000, 7.582000, 0.000000, 0.306000' as '7', actual class: '1'
    Classified ', 1.515740, 12.724999, 3.143000, 1.895000, 72.610001, 0.621000, 7.582000, 0.000000, 0.000000' as '2', actual class: '2'
    Classified ', 1.518010, 13.389999, 3.143000, 1.253000, 71.489998, 0.000000, 8.658000, 0.630000, 0.000000' as '1', actual class: '1'
    Classified ', 1.518010, 12.724999, 1.796000, 1.574000, 72.610001, 0.000000, 9.733999, 0.000000, 0.000000' as '7', actual class: '5'
    Classified ', 1.518010, 13.389999, 3.143000, 0.932000, 72.050003, 0.000000, 8.658000, 0.000000, 0.000000' as '1', actual class: '1'
    Classified ', 1.520280, 12.724999, 3.143000, 0.611000, 72.050003, 0.000000, 9.733999, 0.000000, 0.153000' as '1', actual class: '1'
    Classified ', 1.522550, 11.395000, 0.000000, 1.574000, 72.050003, 0.621000, 12.962000, 0.000000, 0.306000' as '2', actual class: '2'
    Classified ', 1.515740, 13.389999, 3.592000, 0.932000, 72.610001, 0.000000, 7.582000, 0.000000, 0.000000' as '2', actual class: '3'
    Classified ', 1.518010, 12.724999, 3.592000, 1.253000, 72.050003, 0.000000, 7.582000, 0.000000, 0.051000' as '2', actual class: '2'
    Classified ', 1.515740, 12.724999, 3.143000, 1.574000, 72.610001, 0.621000, 7.582000, 0.000000, 0.000000' as '1', actual class: '2'
    Classified ', 1.520280, 13.389999, 1.796000, 1.574000, 72.050003, 0.000000, 8.658000, 0.000000, 0.153000' as '7', actual class: '2'
    Classified ', 1.518010, 14.719999, 0.449000, 1.574000, 72.050003, 0.000000, 9.733999, 0.000000, 0.000000' as '7', actual class: '6'
    Classified ', 1.515740, 13.389999, 3.143000, 1.253000, 72.610001, 0.621000, 7.582000, 0.000000, 0.051000' as '3', actual class: '2'
    Classified ', 1.520280, 14.054999, 3.592000, 0.290000, 71.489998, 0.000000, 8.658000, 0.000000, 0.000000' as '1', actual class: '1'
    Classified ', 1.527090, 12.059999, 0.000000, 0.611000, 71.489998, 0.000000, 14.038000, 0.000000, 0.000000' as '2', actual class: '2'
    Classified ', 1.520280, 12.724999, 0.000000, 1.253000, 72.050003, 0.000000, 11.886000, 0.000000, 0.000000' as '5', actual class: '5'
    Classified ', 1.527090, 10.730000, 0.000000, 0.611000, 72.610001, 0.000000, 14.038000, 0.000000, 0.000000' as '2', actual class: '2'
    Classified ', 1.515740, 12.724999, 3.592000, 1.253000, 72.610001, 0.000000, 7.582000, 0.000000, 0.000000' as '2', actual class: '2'
    Classified ', 1.513470, 14.719999, 0.000000, 2.216000, 73.169998, 0.000000, 7.582000, 0.315000, 0.000000' as '7', actual class: '7'
    Classified ', 1.515740, 12.724999, 3.143000, 1.253000, 72.610001, 0.000000, 7.582000, 0.000000, 0.000000' as '3', actual class: '1'
    Classified ', 1.515740, 14.054999, 0.000000, 2.858000, 72.610001, 0.000000, 8.658000, 0.945000, 0.000000' as '7', actual class: '7'
Accuracy: 61.9048%
Run 2:
    Classified ', 1.513470, 14.054999, 2.694000, 1.895000, 72.050003, 0.621000, 6.506000, 0.000000, 0.000000' as '2', actual class: '2'
    Classified ', 1.518010, 12.724999, 3.592000, 0.932000, 72.050003, 0.000000, 8.658000, 0.000000, 0.306000' as '2', actual class: '2'
    Classified ', 1.511200, 12.724999, 0.000000, 2.858000, 70.369995, 5.589000, 6.506000, 0.000000, 0.000000' as '6', actual class: '5'
    Classified ', 1.515740, 13.389999, 3.143000, 1.253000, 71.489998, 0.000000, 8.658000, 0.000000, 0.000000' as '3', actual class: '3'
    Classified ', 1.515740, 12.724999, 3.143000, 1.253000, 72.610001, 0.000000, 7.582000, 0.000000, 0.000000' as '3', actual class: '2'
    Classified ', 1.515740, 12.724999, 3.143000, 1.574000, 72.050003, 0.000000, 7.582000, 0.000000, 0.153000' as '2', actual class: '3'
    Classified ', 1.520280, 13.389999, 4.041000, 0.932000, 71.489998, 0.000000, 8.658000, 0.000000, 0.000000' as '7', actual class: '1'
    Classified ', 1.515740, 12.724999, 3.592000, 1.253000, 72.610001, 0.000000, 7.582000, 0.000000, 0.000000' as '3', actual class: '1'
    Classified ', 1.515740, 12.724999, 3.592000, 0.932000, 73.169998, 0.000000, 7.582000, 0.000000, 0.000000' as '3', actual class: '1'
    Classified ', 1.515740, 12.724999, 3.143000, 1.253000, 72.610001, 0.000000, 7.582000, 0.000000, 0.153000' as '2', actual class: '1'
    Classified ', 1.515740, 13.389999, 3.143000, 0.932000, 72.610001, 0.621000, 7.582000, 0.000000, 0.000000' as '2', actual class: '2'
    Classified ', 1.515740, 12.724999, 3.143000, 0.932000, 72.610001, 0.000000, 8.658000, 0.000000, 0.255000' as '3', actual class: '1'
    Classified ', 1.520280, 14.054999, 0.000000, 0.932000, 72.610001, 0.000000, 10.809999, 0.000000, 0.051000' as '6', actual class: '2'
    Classified ', 1.515740, 13.389999, 3.143000, 1.574000, 72.050003, 0.000000, 7.582000, 0.000000, 0.000000' as '3', actual class: '2'
    Classified ', 1.518010, 12.724999, 3.143000, 1.253000, 72.610001, 0.000000, 7.582000, 0.000000, 0.000000' as '2', actual class: '1'
    Classified ', 1.515740, 12.724999, 3.143000, 1.253000, 72.610001, 0.621000, 7.582000, 0.000000, 0.051000' as '2', actual class: '2'
    Classified ', 1.515740, 12.724999, 3.143000, 0.932000, 72.610001, 0.621000, 7.582000, 0.000000, 0.000000' as '2', actual class: '1'
    Classified ', 1.520280, 12.724999, 3.592000, 0.611000, 72.050003, 0.000000, 9.733999, 0.000000, 0.153000' as '3', actual class: '1'
    Classified ', 1.518010, 12.724999, 3.143000, 1.253000, 72.050003, 0.000000, 8.658000, 0.000000, 0.000000' as '2', actual class: '3'
    Classified ', 1.515740, 14.719999, 0.000000, 1.574000, 72.610001, 0.000000, 8.658000, 1.260000, 0.000000' as '7', actual class: '7'
    Classified ', 1.515740, 12.059999, 3.143000, 1.253000, 73.169998, 0.000000, 7.582000, 0.000000, 0.051000' as '3', actual class: '1'
Accuracy: 28.5714%
Run 3:
    Classified ', 1.520280, 14.054999, 3.592000, 0.611000, 71.489998, 0.000000, 8.658000, 0.000000, 0.000000' as '1', actual class: '3'
    Classified ', 1.520280, 13.389999, 3.592000, 0.290000, 71.489998, 0.000000, 8.658000, 0.000000, 0.000000' as '1', actual class: '3'
    Classified ', 1.515740, 12.724999, 3.143000, 1.253000, 73.169998, 0.621000, 7.582000, 0.000000, 0.204000' as '2', actual class: '1'
    Classified ', 1.518010, 13.389999, 1.347000, 1.574000, 71.489998, 0.000000, 9.733999, 0.000000, 0.153000' as '7', actual class: '2'
    Classified ', 1.515740, 12.724999, 3.592000, 1.253000, 72.050003, 0.621000, 7.582000, 0.000000, 0.255000' as '2', actual class: '2'
    Classified ', 1.518010, 13.389999, 3.592000, 0.932000, 72.610001, 0.000000, 8.658000, 0.000000, 0.000000' as '2', actual class: '1'
    Classified ', 1.518010, 12.724999, 3.592000, 0.932000, 72.050003, 0.000000, 7.582000, 0.000000, 0.000000' as '2', actual class: '2'
    Classified ', 1.515740, 12.724999, 3.143000, 0.932000, 72.610001, 0.621000, 8.658000, 0.000000, 0.000000' as '2', actual class: '1'
    Classified ', 1.518010, 14.054999, 0.000000, 1.895000, 72.610001, 0.000000, 10.809999, 0.000000, 0.000000' as '6', actual class: '6'
    Classified ', 1.520280, 11.395000, 1.796000, 1.253000, 72.610001, 0.000000, 10.809999, 0.000000, 0.000000' as '7', actual class: '5'
    Classified ', 1.518010, 12.724999, 3.592000, 0.932000, 72.610001, 0.000000, 7.582000, 0.000000, 0.000000' as '2', actual class: '2'
    Classified ', 1.518010, 12.724999, 3.143000, 0.932000, 72.610001, 0.000000, 8.658000, 0.000000, 0.153000' as '3', actual class: '1'
    Classified ', 1.515740, 12.724999, 2.694000, 1.253000, 72.610001, 0.000000, 8.658000, 0.000000, 0.051000' as '2', actual class: '1'
    Classified ', 1.515740, 12.724999, 3.143000, 0.932000, 73.169998, 0.000000, 7.582000, 0.000000, 0.000000' as '1', actual class: '1'
    Classified ', 1.518010, 13.389999, 3.592000, 1.253000, 72.050003, 0.000000, 7.582000, 0.000000, 0.000000' as '2', actual class: '2'
    Classified ', 1.522550, 13.389999, 2.694000, 0.932000, 70.930000, 0.000000, 9.733999, 0.000000, 0.000000' as '2', actual class: '2'
    Classified ', 1.515740, 12.059999, 3.143000, 1.253000, 72.610001, 0.000000, 7.582000, 0.000000, 0.000000' as '1', actual class: '3'
    Classified ', 1.520280, 13.389999, 0.898000, 1.253000, 72.050003, 0.000000, 10.809999, 0.000000, 0.000000' as '7', actual class: '2'
    Classified ', 1.515740, 12.724999, 3.143000, 1.253000, 72.610001, 0.000000, 8.658000, 0.000000, 0.000000' as '3', actual class: '3'
    Classified ', 1.520280, 14.054999, 3.592000, 0.611000, 70.930000, 0.000000, 8.658000, 0.000000, 0.000000' as '3', actual class: '1'
    Classified ', 1.518010, 12.724999, 3.143000, 1.253000, 72.050003, 0.000000, 8.658000, 0.000000, 0.102000' as '1', actual class: '1'
Accuracy: 42.8571%
Run 4:
    Classified ', 1.518010, 14.054999, 0.000000, 0.290000, 73.169998, 0.000000, 10.809999, 0.000000, 0.000000' as '6', actual class: '6'
    Classified ', 1.515740, 14.054999, 0.000000, 2.537000, 72.610001, 0.000000, 8.658000, 0.315000, 0.000000' as '7', actual class: '7'
    Classified ', 1.515740, 13.389999, 3.143000, 1.253000, 72.050003, 0.621000, 7.582000, 0.000000, 0.000000' as '3', actual class: '2'
    Classified ', 1.515740, 12.724999, 3.143000, 1.574000, 72.610001, 0.000000, 7.582000, 0.000000, 0.051000' as '3', actual class: '1'
    Classified ', 1.515740, 12.724999, 3.143000, 1.574000, 72.610001, 0.621000, 7.582000, 0.000000, 0.204000' as '3', actual class: '2'
    Classified ', 1.524820, 13.389999, 0.000000, 1.253000, 70.930000, 0.000000, 12.962000, 0.000000, 0.051000' as '2', actual class: '2'
    Classified ', 1.520280, 13.389999, 3.592000, 0.611000, 71.489998, 0.000000, 9.733999, 0.000000, 0.000000' as '3', actual class: '1'
    Classified ', 1.518010, 13.389999, 3.143000, 1.253000, 71.489998, 0.000000, 8.658000, 0.000000, 0.000000' as '3', actual class: '1'
    Classified ', 1.518010, 12.724999, 3.592000, 0.932000, 72.050003, 0.621000, 8.658000, 0.000000, 0.204000' as '2', actual class: '2'
    Classified ', 1.515740, 12.724999, 3.143000, 1.253000, 72.610001, 0.000000, 7.582000, 0.000000, 0.000000' as '3', actual class: '2'
    Classified ', 1.518010, 13.389999, 2.694000, 0.932000, 72.610001, 0.000000, 8.658000, 0.000000, 0.000000' as '2', actual class: '1'
    Classified ', 1.515740, 12.724999, 3.143000, 1.253000, 73.169998, 0.621000, 7.582000, 0.000000, 0.000000' as '2', actual class: '2'
    Classified ', 1.515740, 12.724999, 3.592000, 1.253000, 72.050003, 0.000000, 7.582000, 0.000000, 0.255000' as '2', actual class: '2'
    Classified ', 1.515740, 13.389999, 3.592000, 1.253000, 71.489998, 0.000000, 7.582000, 0.000000, 0.102000' as '2', actual class: '2'
    Classified ', 1.520280, 12.724999, 3.592000, 0.611000, 72.050003, 0.000000, 9.733999, 0.000000, 0.153000' as '1', actual class: '1'
    Classified ', 1.515740, 12.059999, 2.694000, 1.253000, 73.169998, 0.000000, 8.658000, 0.000000, 0.204000' as '2', actual class: '1'
    Classified ', 1.515740, 12.724999, 3.143000, 1.253000, 72.610001, 0.000000, 7.582000, 0.000000, 0.000000' as '3', actual class: '2'
    Classified ', 1.515740, 14.719999, 0.000000, 1.574000, 72.610001, 0.000000, 7.582000, 1.260000, 0.000000' as '7', actual class: '7'
    Classified ', 1.520280, 12.724999, 3.592000, 0.611000, 71.489998, 0.000000, 9.733999, 0.000000, 0.000000' as '3', actual class: '1'
    Classified ', 1.513470, 12.059999, 3.143000, 1.253000, 73.169998, 0.621000, 7.582000, 0.000000, 0.204000' as '3', actual class: '1'
    Classified ', 1.515740, 13.389999, 3.143000, 0.932000, 72.610001, 0.000000, 7.582000, 0.000000, 0.102000' as '3', actual class: '2'
Accuracy: 42.8571%
Run 5:
    Classified ', 1.515740, 12.724999, 3.592000, 0.932000, 72.610001, 0.000000, 7.582000, 0.000000, 0.000000' as '1', actual class: '1'
    Classified ', 1.518010, 12.059999, 0.000000, 1.574000, 73.730003, 0.000000, 10.809999, 0.000000, 0.000000' as '6', actual class: '5'
    Classified ', 1.515740, 12.724999, 3.143000, 1.253000, 72.610001, 0.000000, 7.582000, 0.000000, 0.051000' as '1', actual class: '3'
    Classified ', 1.522550, 15.384999, 1.796000, 1.253000, 70.369995, 0.000000, 7.582000, 1.575000, 0.000000' as '7', actual class: '7'
    Classified ', 1.515740, 14.719999, 0.000000, 2.216000, 73.169998, 0.000000, 8.658000, 0.630000, 0.051000' as '7', actual class: '7'
    Classified ', 1.515740, 12.724999, 3.143000, 1.253000, 72.610001, 0.621000, 7.582000, 0.000000, 0.204000' as '2', actual class: '2'
    Classified ', 1.515740, 13.389999, 3.592000, 1.574000, 72.050003, 0.621000, 7.582000, 0.000000, 0.000000' as '3', actual class: '2'
    Classified ', 1.518010, 12.059999, 2.694000, 0.611000, 73.730003, 0.000000, 8.658000, 0.000000, 0.153000' as '2', actual class: '2'
    Classified ', 1.515740, 12.724999, 3.143000, 1.574000, 72.610001, 0.621000, 7.582000, 0.000000, 0.000000' as '2', actual class: '2'
    Classified ', 1.515740, 12.724999, 3.592000, 1.253000, 72.610001, 0.000000, 7.582000, 0.000000, 0.102000' as '2', actual class: '1'
    Classified ', 1.511200, 13.389999, 3.143000, 1.574000, 72.610001, 1.242000, 5.430000, 0.945000, 0.000000' as '7', actual class: '7'
    Classified ', 1.515740, 13.389999, 3.143000, 1.253000, 72.610001, 0.000000, 7.582000, 0.000000, 0.000000' as '3', actual class: '1'
    Classified ', 1.515740, 12.724999, 3.143000, 1.253000, 73.169998, 0.000000, 7.582000, 0.000000, 0.153000' as '1', actual class: '1'
    Classified ', 1.518010, 14.054999, 1.796000, 1.574000, 72.050003, 0.000000, 8.658000, 0.000000, 0.000000' as '7', actual class: '6'
    Classified ', 1.527090, 13.389999, 3.143000, 0.611000, 70.369995, 0.000000, 10.809999, 0.000000, 0.000000' as '7', actual class: '2'
    Classified ', 1.515740, 12.724999, 3.143000, 1.574000, 72.050003, 0.621000, 7.582000, 0.000000, 0.000000' as '2', actual class: '2'
    Classified ', 1.515740, 12.059999, 3.592000, 0.932000, 72.610001, 0.000000, 8.658000, 0.000000, 0.000000' as '3', actual class: '1'
    Classified ', 1.513470, 14.054999, 0.000000, 2.537000, 72.610001, 0.000000, 8.658000, 0.630000, 0.000000' as '7', actual class: '7'
    Classified ', 1.515740, 12.059999, 2.694000, 1.574000, 72.610001, 0.621000, 8.658000, 0.000000, 0.000000' as '2', actual class: '2'
    Classified ', 1.524820, 13.389999, 3.592000, 0.611000, 71.489998, 0.000000, 9.733999, 0.000000, 0.051000' as '1', actual class: '1'
    Classified ', 1.515740, 12.724999, 3.143000, 1.895000, 72.610001, 0.621000, 7.582000, 0.000000, 0.000000' as '2', actual class: '2'
Accuracy: 61.9048%
Run 6:
    Classified ', 1.518010, 12.724999, 3.143000, 1.253000, 72.050003, 0.000000, 7.582000, 0.000000, 0.000000' as '3', actual class: '2'
    Classified ', 1.518010, 13.389999, 3.143000, 1.253000, 71.489998, 0.000000, 8.658000, 0.000000, 0.000000' as '1', actual class: '1'
    Classified ', 1.518010, 12.724999, 0.000000, 1.574000, 72.610001, 0.000000, 10.809999, 0.000000, 0.000000' as '5', actual class: '5'
    Classified ', 1.520280, 13.389999, 3.143000, 0.932000, 71.489998, 0.000000, 8.658000, 0.000000, 0.000000' as '3', actual class: '1'
    Classified ', 1.520280, 10.730000, 1.347000, 1.253000, 73.169998, 0.000000, 10.809999, 0.000000, 0.000000' as '6', actual class: '5'
    Classified ', 1.515740, 14.719999, 0.000000, 1.895000, 72.610001, 0.000000, 7.582000, 1.575000, 0.000000' as '7', actual class: '7'
    Classified ', 1.515740, 14.054999, 0.000000, 2.216000, 73.169998, 0.000000, 8.658000, 0.630000, 0.000000' as '7', actual class: '7'
    Classified ', 1.515740, 14.054999, 0.000000, 1.895000, 73.169998, 0.000000, 7.582000, 1.260000, 0.051000' as '7', actual class: '7'
    Classified ', 1.518010, 14.054999, 1.796000, 1.574000, 72.610001, 0.000000, 8.658000, 0.000000, 0.000000' as '7', actual class: '6'
    Classified ', 1.518010, 12.724999, 3.592000, 1.253000, 72.050003, 0.000000, 7.582000, 0.000000, 0.102000' as '2', actual class: '2'
    Classified ', 1.520280, 14.719999, 1.796000, 1.895000, 69.809998, 0.621000, 9.733999, 0.000000, 0.000000' as '7', actual class: '7'
    Classified ', 1.515740, 12.724999, 0.000000, 1.574000, 73.730003, 0.621000, 9.733999, 0.000000, 0.000000' as '7', actual class: '5'
    Classified ', 1.515740, 12.724999, 3.143000, 1.253000, 72.610001, 0.621000, 8.658000, 0.000000, 0.000000' as '2', actual class: '1'
    Classified ', 1.518010, 12.724999, 2.694000, 1.253000, 72.610001, 0.000000, 8.658000, 0.000000, 0.000000' as '2', actual class: '1'
    Classified ', 1.513470, 14.054999, 0.000000, 2.537000, 73.169998, 0.000000, 8.658000, 0.315000, 0.000000' as '7', actual class: '7'
    Classified ', 1.513470, 12.724999, 3.143000, 0.932000, 72.610001, 0.000000, 7.582000, 0.000000, 0.000000' as '3', actual class: '1'
    Classified ', 1.515740, 12.724999, 3.143000, 0.932000, 72.610001, 0.000000, 8.658000, 0.000000, 0.204000' as '3', actual class: '2'
    Classified ', 1.518010, 13.389999, 3.592000, 1.253000, 72.050003, 0.000000, 7.582000, 0.000000, 0.102000' as '2', actual class: '2'
    Classified ', 1.515740, 12.724999, 3.143000, 1.253000, 72.610001, 0.000000, 7.582000, 0.000000, 0.000000' as '3', actual class: '1'
    Classified ', 1.515740, 12.724999, 3.143000, 1.253000, 72.610001, 0.000000, 7.582000, 0.000000, 0.000000' as '3', actual class: '1'
    Classified ', 1.515740, 12.724999, 3.143000, 1.253000, 72.610001, 0.000000, 7.582000, 0.000000, 0.000000' as '3', actual class: '2'
Accuracy: 42.8571%
Run 7:
    Classified ', 1.515740, 12.724999, 3.143000, 0.932000, 72.610001, 0.000000, 7.582000, 0.000000, 0.000000' as '3', actual class: '1'
    Classified ', 1.518010, 12.724999, 3.592000, 0.932000, 72.050003, 0.621000, 8.658000, 0.000000, 0.102000' as '2', actual class: '2'
    Classified ', 1.531630, 12.059999, 0.000000, 0.932000, 69.809998, 0.000000, 15.114000, 0.000000, 0.204000' as '5', actual class: '2'
    Classified ', 1.515740, 13.389999, 3.143000, 1.253000, 72.610001, 0.000000, 7.582000, 0.000000, 0.000000' as '3', actual class: '3'
    Classified ', 1.518010, 12.724999, 3.592000, 0.932000, 72.610001, 0.000000, 7.582000, 0.000000, 0.153000' as '2', actual class: '2'
    Classified ', 1.515740, 12.724999, 3.143000, 1.253000, 72.610001, 0.621000, 7.582000, 0.000000, 0.000000' as '2', actual class: '2'
    Classified ', 1.513470, 13.389999, 2.245000, 3.179000, 69.809998, 1.242000, 5.430000, 1.890000, 0.000000' as '2', actual class: '5'
    Classified ', 1.515740, 12.724999, 3.143000, 1.574000, 73.169998, 0.000000, 7.582000, 0.000000, 0.153000' as '3', actual class: '2'
    Classified ', 1.515740, 13.389999, 1.347000, 1.574000, 72.610001, 0.000000, 8.658000, 0.630000, 0.000000' as '6', actual class: '7'
    Classified ', 1.515740, 11.395000, 0.000000, 0.932000, 74.850006, 2.484000, 8.658000, 0.000000, 0.000000' as '7', actual class: '7'
    Classified ', 1.518010, 14.719999, 3.592000, 0.290000, 71.489998, 0.000000, 8.658000, 0.000000, 0.000000' as '3', actual class: '1'
    Classified ', 1.515740, 13.389999, 3.592000, 1.253000, 72.610001, 0.000000, 7.582000, 0.000000, 0.000000' as '2', actual class: '1'
    Classified ', 1.524820, 10.730000, 0.000000, 0.611000, 73.169998, 0.000000, 14.038000, 0.000000, 0.000000' as '2', actual class: '2'
    Classified ', 1.522550, 13.389999, 3.592000, 0.290000, 71.489998, 0.000000, 9.733999, 0.000000, 0.153000' as '3', actual class: '1'
    Classified ', 1.515740, 12.059999, 3.143000, 1.253000, 73.169998, 0.000000, 7.582000, 0.000000, 0.000000' as '3', actual class: '1'
    Classified ', 1.515740, 12.724999, 3.143000, 1.253000, 72.610001, 0.000000, 7.582000, 0.000000, 0.000000' as '3', actual class: '2'
    Classified ', 1.515740, 12.724999, 3.143000, 1.253000, 72.610001, 0.000000, 7.582000, 0.000000, 0.000000' as '3', actual class: '2'
    Classified ', 1.515740, 12.724999, 3.592000, 0.932000, 72.610001, 0.000000, 7.582000, 0.000000, 0.000000' as '1', actual class: '1'
    Classified ', 1.515740, 14.719999, 0.000000, 2.216000, 73.169998, 0.000000, 8.658000, 0.630000, 0.000000' as '7', actual class: '7'
    Classified ', 1.515740, 13.389999, 3.592000, 1.253000, 72.050003, 0.621000, 7.582000, 0.000000, 0.000000' as '2', actual class: '2'
    Classified ', 1.522550, 13.389999, 0.000000, 1.574000, 72.050003, 0.000000, 11.886000, 0.000000, 0.000000' as '7', actual class: '5'
Accuracy: 42.8571%
Run 8:
    Classified ', 1.520280, 14.054999, 3.592000, 0.611000, 70.930000, 0.000000, 8.658000, 0.000000, 0.000000' as '3', actual class: '1'
    Classified ', 1.515740, 14.719999, 3.592000, 1.574000, 71.489998, 0.000000, 6.506000, 0.000000, 0.102000' as '3', actual class: '2'
